student_id,name,class,comprehension,attention,focus,retention,engagement_time,assessment_score,cluster
49,Student_49,B,92.53535578144042,61.65756572427177,77.25307922040942,100.0,36.703652746288014,83.06058422210195,2
50,Student_50,B,71.11142170629662,70.65159900976599,71.30473071166641,84.00266820103806,55.43795758640678,69.62008280518594,2
51,Student_51,C,94.42923318356938,60.02617747632906,73.68527404328333,78.32739957807944,62.60163414948667,77.4070714680652,2
52,Student_52,B,49.29847812677663,97.14691152039984,83.26047171441506,45.02652050230995,40.91182917957286,70.34202019917274,0
53,Student_53,C,44.44926340967268,74.81949903276502,70.63235762761782,44.81046288565632,39.89101939635208,57.528704490368035,0
54,Student_54,D,69.16678451655072,79.69755572099635,58.93422899261321,73.26887867855336,52.50214549670826,68.66355204681146,3
55,Student_55,C,75.76098173408961,78.25762537334825,92.4958390420542,70.61938155982834,24.64596645450637,70.73158222276454,0
56,Student_56,D,69.5095787785886,88.4694771497065,88.81454078690487,56.94579382985031,48.347295821215454,69.90460076120688,1
57,Student_57,D,38.98836849940185,68.62043117407414,62.07737304894381,70.53768859301708,53.27828957733231,53.61035280130476,0
58,Student_58,A,68.66319940730817,39.063361040883066,81.89707805245195,96.59528470478472,55.203453126264435,67.5387872669313,2
59,Student_59,C,50.43295749242721,72.99375903505283,69.97025229448657,80.51724454190537,15.948709462463023,65.37654644490125,0
60,Student_60,A,80.04508823245058,51.97286212416342,77.6348721533106,47.46184682445071,33.57967095286589,62.04907588397721,1
61,Student_61,C,75.49897369145272,54.42766636500487,77.94224129013493,65.99284111142701,31.826051207648,59.10960442580391,3
62,Student_62,C,55.90180320508967,76.72728037510187,72.65592199683678,53.5106033446539,46.49830431613819,71.35662682749302,0
63,Student_63,A,62.2919962399496,89.76566142867271,67.16234334413603,61.0214015046459,52.21116869651976,69.67854704948161,0
64,Student_64,A,54.11179717166573,65.42543153472123,68.0945894768374,60.55491801866643,67.45065611168972,55.508327300722186,0
65,Student_65,C,69.05981354090243,71.17666025197927,65.83808084518758,59.402379513127904,37.575517794478905,61.96718108084545,3
66,Student_66,B,84.32713480751858,99.04429889270476,66.68177791769556,45.40756330447889,37.53641252536179,72.25001288219147,1
67,Student_67,D,55.21410930496684,69.81506358977137,74.32821709950645,65.70221573267258,62.24508028318121,73.9724125738316,0
68,Student_68,A,77.56069773276766,100.0,67.84240010889248,57.90906253674842,49.44865407795458,68.37223445521464,1
69,Student_69,D,62.04613572441339,76.31019291263088,81.8205206571262,15.269923579959176,64.01477266781961,65.28692426269363,1
70,Student_70,B,58.10690751606484,29.784744816883645,89.87246155335927,100.0,49.33092004514754,73.84215900207947,2
71,Student_71,B,68.39454460068163,80.06683242209066,69.19946758629958,87.59785377590009,27.643250719300937,67.81939491383424,0
72,Student_72,B,54.47136516370939,72.62316769765556,77.39404500535377,61.22658695135007,25.0030746783329,59.98072079438719,0
73,Student_73,A,61.69526041979227,90.79505508165492,79.99685110302934,68.33874289533077,21.727316264116062,63.56730795664029,0
74,Student_74,B,52.03183161116728,78.46362702539916,79.72002270919275,46.91022174828389,54.930777521377095,61.71443779912128,1
75,Student_75,A,99.47087699374585,62.23088032032452,75.75955267916088,98.52301180059558,62.82895234630512,83.9419968915703,2
76,Student_76,B,70.52895327957593,40.51403527421269,82.42682418359722,100.0,72.74043212079572,77.12737810149058,2
77,Student_77,D,59.50411738011122,60.819534854279496,79.82248952680658,70.82048710843745,57.6465799848486,71.99983042091237,2
78,Student_78,D,73.20969866101333,47.989590915814,62.62337577672702,86.4235515953362,62.44257866302479,64.56779722866287,2
79,Student_79,C,68.31507925463755,53.389531003905546,83.69156064389273,71.15516202081064,36.29975501019473,56.33845530122693,2
80,Student_80,D,66.68545600700166,76.7715680884122,83.87290837266742,43.93894210023325,27.653762748842148,63.88873692340877,1
81,Student_81,C,79.21250050065137,98.39809008702812,67.36713895821418,60.58717935865417,57.7511899862633,76.91871836818049,1
82,Student_82,D,81.36261565070957,72.89343059645962,75.37937835447602,70.37470340189523,51.26521128359101,75.08151019126993,2
83,Student_83,A,62.04248278584209,41.08233875929631,81.83328992811069,59.818141062618,46.61166561511339,58.70520650544723,2
84,Student_84,D,61.3627263903298,73.89205336440281,72.90686180420639,64.06424100616935,50.81057220949485,66.85082878476264,0
85,Student_85,C,65.87422454272534,88.93262973291303,85.72978047766011,66.35480796483594,49.84778223687309,81.08157751042435,0
86,Student_86,C,35.471182528966224,52.804341913612355,98.6387249461936,66.5441870384217,64.25725289780343,63.287171149570554,0
87,Student_87,B,47.27213406702172,62.31965666654165,67.14013967365018,68.9406528289547,64.42478377225433,59.153197236948664,0
88,Student_88,A,90.50311401166786,65.29376389458395,61.18955396846225,48.909108804861184,53.16330528510521,65.63546437216911,3
89,Student_89,D,94.67451570251926,49.3020337383552,78.03818595604876,55.09370931569715,57.68704308844392,70.44955017865888,2
90,Student_90,B,66.26445940665432,77.96560867687718,82.21562505126144,44.87748321740055,52.71093828637163,74.93155194096529,1
91,Student_91,D,78.6483544458365,62.58103702784437,72.69133626155231,85.6006798943516,38.082454019480714,71.08399720281193,2
92,Student_92,D,74.66875231815304,73.39064887814055,89.53260663321035,30.09835504687416,56.3484701236971,67.16691720934261,1
93,Student_93,B,100.0,47.250156443958,61.61394200276752,88.76462617970466,24.08257396711107,69.79001862250576,3
94,Student_94,B,86.79362367151865,56.25083399353179,81.9291862303161,92.9542891507312,60.80837328443825,84.51635168407435,2
95,Student_95,B,68.0812361277885,79.44762715655543,68.94139179241107,62.56074943431281,27.082155903509474,75.42263922243907,3
96,Student_96,B,55.666893390993614,57.54333695816466,92.19377906207296,21.143532419108624,49.287049301920995,58.60560176364883,1
97,Student_97,B,45.903305196136415,99.53927702466812,94.9251535316812,61.49640988458877,32.32269062360761,68.9684342352454,0
98,Student_98,D,73.05195453800835,57.00727628770795,67.33343412216652,66.84468509680126,53.3008347461164,66.25889460039953,3
99,Student_99,B,58.654738820735446,69.49369451503772,69.5044286409142,49.80923204127956,44.49112161108137,48.37981669852501,1
100,Student_100,A,48.666194356034886,83.65181663746179,83.59587886979801,58.726068911451634,21.078660627550015,65.86243891503796,0
101,Student_101,C,60.301406736362104,36.63268534133937,71.12869350210485,95.54351357954032,51.31049446527718,65.12339863718223,2
102,Student_102,B,53.77677994578407,29.78382376038448,74.54588782067762,79.96868892143134,36.33118834750934,59.17122304281635,2
103,Student_103,B,95.30712452608849,34.486873708598104,75.2538842054241,51.3578459411942,58.21720081220054,63.72312502647358,2
104,Student_104,D,83.22459635424175,90.25168206854364,55.80326843802344,39.243214947282226,45.019885331016106,65.10693708338094,3
105,Student_105,B,69.88041038025074,53.96283708215107,74.86162253905762,62.11368828302412,50.93131478082057,62.75566298805265,2
106,Student_106,B,92.1991620833504,100.0,68.10272225935826,64.15777797169211,30.63646567477182,82.62401533322169,3
107,Student_107,B,71.16052461471428,53.71504802685223,70.06877177600228,76.9315853725397,36.16001652858957,63.61521885076538,3
108,Student_108,D,57.08073698007605,68.69102606394074,89.43632003468814,58.364299173782136,38.120420458483736,75.07145403221887,0
109,Student_109,B,92.84686115904486,95.84219905135753,62.43493105720744,77.20699235651351,57.85053720363834,83.53303240287526,3
110,Student_110,C,78.08365065526988,100.0,83.13205186747977,100.0,70.16065631708234,81.46872074977406,0
111,Student_111,D,54.441307685103155,100.0,72.21037069668192,82.67901840399672,32.92242372385685,70.32558573983543,0
112,Student_112,C,67.14491982874588,89.16732461186285,72.20239831504166,67.1344068680461,61.1527221698652,69.3806732045946,0
113,Student_113,D,56.86572619922865,85.48125051622925,82.90371896051711,64.7032915210407,12.454838734114468,54.08932868068305,0
114,Student_114,B,49.25800403553496,76.85053898402366,78.4005129456889,61.579883584762314,27.08715898361566,69.15062734563726,0
115,Student_115,C,83.89266321297463,80.56722152333276,80.70612997219531,89.2515364241386,30.618323157198375,82.19052516528113,0
116,Student_116,D,98.64124960705196,53.97628567342933,84.68184660532862,56.70835797287655,24.712369658389164,74.07752837287116,1
117,Student_117,A,49.02148639271288,48.63602233155386,71.68691616816677,68.81400876199969,21.2461741531863,55.72153968867715,0
118,Student_118,B,78.44453855035856,64.93251085178096,68.8776326549225,68.92156223385953,51.19498368206696,62.85794638998765,3
119,Student_119,D,60.2403614631726,61.59630754950143,64.14849473442202,58.96788452939242,41.78898453408208,57.239780607624674,3
120,Student_120,A,62.69311924352956,55.9354390134545,66.74589470021044,43.295620138086186,50.69108096407665,61.844572746671005,1
121,Student_121,D,61.11409113641696,78.92774894913431,100.0,73.81354106511803,55.35709029182269,69.77717300506556,0
122,Student_122,A,57.04013845480276,84.10610417141021,87.44679580736786,66.9019285066031,48.984254897588,57.58685564088388,0
123,Student_123,B,70.7278244191724,66.76813772583695,61.489256337919784,77.00432844985826,54.86644764225561,67.23143374982071,3
124,Student_124,C,57.535748253834434,94.55060162110524,61.7754204325643,58.39519448409499,43.95701570636596,64.38029286982844,0
125,Student_125,A,74.05685238669759,42.1662177173299,79.81866061718492,89.97478337863487,27.19509917541383,68.30848282686985,2
126,Student_126,D,69.24642835826295,61.12681081440564,80.47264797377967,52.2180719381868,60.86721271231194,69.94305150502731,1
127,Student_127,B,66.41577929700385,50.6635535879439,80.48883835317365,98.81672511232206,36.1633180082831,73.12473270630991,2
128,Student_128,A,56.386545069376034,27.6692676585388,72.45044206446302,36.542542823091296,30.966055518563618,48.982935891647,3
129,Student_129,D,61.34843004147501,63.34638628314602,73.745457399971,75.82586116202404,42.331231862934025,71.66919712889694,0
130,Student_130,D,81.33086838738635,62.56504983233433,78.27879524159357,76.55775228547922,31.307836210552303,63.76337955186991,2
131,Student_131,D,77.5137578143657,95.26899486484264,75.85893006293331,53.67997277706412,38.73854427015851,75.04289865434896,1
132,Student_132,A,55.33667132802174,77.61623369109554,52.80699627252465,75.63909088149822,50.160808823452,66.51958058672069,3
133,Student_133,A,71.48998458143839,44.5162635134159,72.70200369424806,91.03133605568286,50.2251260886919,62.47967416210991,2
134,Student_134,A,81.27080685057683,100.0,66.48593565739687,28.09726089162684,31.53254900361556,59.28714487752313,1
135,Student_135,C,44.95892078317942,89.42067391050706,76.75211418908512,77.04940653483466,37.68441940576883,62.589562241213265,0
136,Student_136,A,78.15040288569902,76.64195406937232,100.0,23.121125234058603,61.11499507155366,66.88058452176985,1
137,Student_137,A,60.060643615812296,60.47031802300336,78.67481665474304,50.61803353658226,52.44600176600912,65.56525757467816,1
138,Student_138,A,78.5589800288974,45.81121526553041,71.86470313827603,97.324994568217,76.12597559022812,71.953624416866,2
139,Student_139,C,58.55111265186225,57.55586447857894,84.21801501977252,57.52792339894303,62.70192260612291,60.11083207318077,1
140,Student_140,A,42.92676849003222,86.77497239408372,79.82687887209212,46.870160640638495,62.16439602839908,59.421419359166315,0
141,Student_141,D,45.58686343175256,100.0,79.20094490451841,64.43712087827572,24.181971743162972,70.68371960609598,0
142,Student_142,A,70.72127419992073,95.86487056544378,81.06850593215671,100.0,56.45790527450134,82.94137501743677,0
143,Student_143,D,73.89583752582223,55.223011564274515,95.56543564829542,35.02971955029153,44.20339797454634,63.34761814737288,1
144,Student_144,D,56.43525062343387,42.607651334219774,63.69111564674084,49.0764215904918,36.73527294692626,51.53728240191831,3
145,Student_145,D,79.57888688166061,67.81772493822407,79.73632076811454,94.95377029723328,47.52023010798793,84.1155565043994,2
146,Student_146,C,45.0771990659656,29.63121268874297,65.73618870018461,100.0,59.17817301917225,55.42613392224479,2
147,Student_147,C,69.00880302029024,71.46335428369562,80.55512646342248,66.1382379627749,52.51247386506317,76.74624542110654,1
148,Student_148,C,51.834757003563155,62.04794827402662,65.81313488513905,45.69705135452044,31.822892979869103,54.85041249617692,3
149,Student_149,A,60.222458382967616,55.67926996263515,70.82633186394915,100.0,56.1368837038893,68.80319249298478,2
150,Student_150,D,70.71098006974621,33.10593865466409,72.04910085762094,96.69996305148554,35.436186868860545,78.02615111988945,2
151,Student_151,C,57.09379952074072,75.27200213139433,84.7581671934471,80.22104577972019,48.250246784464295,65.2613239597487,0
152,Student_152,C,64.23166683655262,54.34598320676177,84.18454443942414,53.37675771912644,40.44974898784299,60.376944880398,1
153,Student_153,A,85.0943921382166,41.60166328579424,62.542826235536154,67.11747186491534,41.71700622396561,58.25377663666809,3
154,Student_154,C,61.34662195715277,7.554755734367013,75.5493411099985,65.11351854119305,56.49364462560765,59.086891142005896,2
155,Student_155,A,82.53538168097712,64.44970189898727,67.90420145250827,73.9553234830804,29.39709420276153,77.73474833977356,3
156,Student_156,B,53.05439718013573,100.0,62.414950893246655,94.11802588636404,74.17792611415399,83.81452020744761,0
157,Student_157,C,77.94706266872925,98.2251842909574,72.8298294957563,83.82950674047325,17.683708960582553,82.44562322296203,0
158,Student_158,B,91.6235293098685,55.85807486827456,71.9151721154418,48.60723061427435,36.03498475117714,65.77893916815411,3
159,Student_159,A,32.92533249809066,52.955758792764385,99.26716486345522,92.77693610035168,50.553178349126114,62.66838662986179,0
160,Student_160,D,58.04657116794285,74.37548512150047,79.32959825360696,73.63637852023679,53.76471249652965,60.50027181104022,0
161,Student_161,C,78.6560819077081,45.03229121623417,61.22382499245763,80.3671843254605,43.492864191424424,75.93339282076568,3
162,Student_162,A,66.9543192093551,71.03583799638932,69.35225995829057,94.39773546701484,44.13913945497686,74.29270166621859,0
163,Student_163,D,75.56718810056964,80.32160556769381,85.21383295429399,47.99155550875608,51.158251279914246,68.60002085418496,1
164,Student_164,D,60.94022219926269,89.53866447768615,95.88442772869924,67.35513958328367,41.5339578381348,80.09288166688467,0
165,Student_165,B,71.2988468120935,62.99691847040094,59.140166877620416,58.43381807553413,65.89771886902359,59.96198090776399,3
166,Student_166,A,67.66484146911881,60.926524996460685,56.20075614860955,39.77853034342179,57.590236713474035,60.11264009993342,3
167,Student_167,D,87.5167309248971,47.440348264868774,93.70965175371782,74.24077959688856,58.09236526508452,74.92473678078605,2
168,Student_168,C,73.8163126495182,48.4623929192028,78.89614177370903,100.0,30.507649149443743,74.19972522722196,2
169,Student_169,C,75.06403993112804,60.470422161969466,66.31707268123634,34.87860059889645,43.809173633914455,59.402249331152085,1
170,Student_170,B,63.82184550816299,72.34731013632356,80.34629086122435,67.41894900110954,40.493010769189446,60.41364761542308,0
171,Student_171,D,62.6859066389126,83.27169252466499,48.64252260983122,79.52977283134592,29.915979364658018,64.7964491553766,3
172,Student_172,A,63.51162718270569,48.9364209863931,75.0337550659716,70.21540762981127,50.402462759186506,68.73519924053332,2
173,Student_173,C,75.91678213567445,94.85377137919043,78.27821172843085,65.96369505471667,36.935313633302755,74.55201198093364,0
174,Student_174,D,63.68523278769605,59.57752797914863,84.2427013953783,44.61410545797517,54.83105744775356,66.76035212717173,1
175,Student_175,D,74.34662285344619,64.57265411303128,64.86104047707462,72.19016137292294,28.947126556585022,60.61745801544547,3
176,Student_176,B,100.0,50.05576641704353,75.8568716140336,54.37824841371332,70.78560919262732,73.79194101067853,2
177,Student_177,C,83.06687055147539,16.515194794541166,65.74575373940412,28.581409310386043,31.555010121119075,47.4720926945459,3
178,Student_178,C,65.10964701748239,82.680907927221,77.55383755674318,89.50265996924715,48.28953505800654,78.58078329174458,0
179,Student_179,A,88.01820883245918,79.73687794184866,66.04653677636976,85.25094475715676,56.877889655821015,79.08955787343622,3
180,Student_180,C,63.87886940467673,59.37344885763573,70.91899160839779,68.92989758331943,36.44039354699831,66.50742942928981,3
181,Student_181,A,39.42813197233219,66.33981434449744,65.04184605209771,72.12334438770264,57.78702965149426,64.3887737517368,0
182,Student_182,C,54.87870533623894,75.31878435408198,81.51136241823657,87.3377242288801,26.562246032993755,71.70663934705098,0
183,Student_183,B,41.93812118461216,33.74908286226915,83.58451116656666,72.03811382200549,66.7817654877384,59.2415662623244,2
184,Student_184,C,64.72729773938038,54.418946453074106,72.65379430042586,84.27231598570366,45.212238974486375,61.71972148537407,2
185,Student_185,A,70.27627568784328,80.88529359243654,75.38237994960028,62.6453203842707,36.05382888046681,68.85753192499853,0
186,Student_186,A,95.14655968412924,39.914211536615014,60.51408585366456,91.61570729433105,40.51227341358848,68.78868054470267,3
187,Student_187,B,74.90391060646245,70.87115864333259,72.00323351993212,73.77414306678831,57.13378904089079,70.4287592267494,2
188,Student_188,C,66.71349206786704,37.8683639075319,74.49795382958256,71.49293498490573,36.23317062224343,58.93913525792883,2
189,Student_189,C,82.44108371775233,74.32859964867053,100.0,45.13890040318343,33.759634658658335,67.47726776941397,1
190,Student_190,B,36.83297036488173,64.28717035405033,63.88032974225837,73.16520537743075,41.67695103624393,46.160511595902896,0
191,Student_191,C,73.53421837162848,32.69736368188981,89.64177238752437,53.024811485099875,27.34556830845048,56.83073625946924,2
192,Student_192,C,81.5629779083045,88.29478708914343,84.96858773465809,56.510910922487106,72.30815861912723,79.42488762793957,1
193,Student_193,A,47.821206313302376,50.308168464039014,77.80636404490136,53.32323869030982,36.50408113177915,47.94903992134543,0
194,Student_194,C,87.15631064810394,48.79495125971238,92.58620484195134,48.80777122581395,57.474251792706056,70.64911781925218,1
195,Student_195,C,75.07744611241621,69.01138394461886,78.72105472606863,100.0,48.14205125471659,86.92018049549681,2
196,Student_196,B,63.77068129148798,87.9727469885743,78.89159195667929,91.96410311579126,30.23198924277048,79.37128549177996,0
197,Student_197,B,79.49172799159427,44.68356362043206,74.46879346982455,100.0,44.91067936180906,80.8857728457777,2
198,Student_198,D,100.0,66.23359699695943,87.23568882418627,45.98788964799985,56.76004168966122,78.15374577734399,1
199,Student_199,A,72.72799382587743,73.57633000661146,85.96469233810883,69.28256749839606,42.1760799737054,78.10689633950822,0
200,Student_200,C,73.72330879450504,78.86211214526288,68.74322712503788,44.71686274632627,62.89669418776542,63.95013096575636,1
201,Student_201,C,63.109586506896335,68.5288311055445,61.80752805401232,55.47749221045285,60.32273089172796,59.57647054559736,3
202,Student_202,D,57.25233445802812,57.65944321833355,72.97019362604343,51.473714298501655,58.78372281987494,46.432194293060675,1
203,Student_203,C,82.45503724816368,48.44819558702561,66.99961435602353,90.31251211594812,38.10514841590505,76.05320833600507,3
204,Student_204,A,57.15874261136699,66.7228776609275,74.36475425384644,60.86786579416832,28.802363283277696,68.44060481132884,0
205,Student_205,D,71.07349355829089,43.557219760287865,87.37438134684139,87.23082800649229,35.796185919558084,66.16600165453723,2
206,Student_206,A,62.83513829852325,6.5729903301078565,70.4269834491321,78.87417601259332,47.94361411000081,54.08268115038199,2
207,Student_207,D,77.18469738619588,73.73119608315335,74.57176618688425,100.0,53.18680070298534,74.95633562396542,2
208,Student_208,D,75.00493157930423,83.07869682172391,75.58022734808395,41.37000398348496,12.426428928593287,65.80124718723656,1
209,Student_209,B,85.56309916386849,17.741351289163234,83.48430882205284,90.66619831616238,44.878301975823746,74.6584421584662,2
210,Student_210,A,62.3497540171788,44.805385905801245,52.53110666015395,88.63593566721309,47.37133837984776,52.4490340245874,3
211,Student_211,C,65.95187597059943,77.38308522010395,68.93299705234703,50.47918091551338,40.83683615526672,65.72923432145804,1
212,Student_212,C,55.31854426326539,100.0,77.11283692279473,86.12840005651688,64.36910758523818,75.01257488127267,0
213,Student_213,A,63.33560109885833,65.41587415350816,87.00078956426862,74.05060933447211,51.326701113763065,70.56407369035884,0
214,Student_214,C,75.65950739567279,50.43994117541731,70.08097552493795,63.90542732083866,64.65287862121346,69.0617442114469,2
215,Student_215,C,81.35482924968028,61.34207117790319,56.23447293958126,53.16916123450401,41.760592194746515,62.25464345085395,3
216,Student_216,A,56.167520137335615,92.4975283829637,81.19711445966136,55.05602987391465,59.06216238760388,68.64491880499128,0
217,Student_217,D,83.0440888015849,52.080716417509294,68.6463761117437,100.0,69.5259959179128,75.71437996609875,2
218,Student_218,A,90.33456788207428,49.016159866994926,63.103333409096386,68.0122907412347,64.67540173908992,75.16446392581666,2
219,Student_219,D,76.20152354835551,55.34512955635935,68.75654610286776,82.07834002756627,28.617876098569003,69.37002401345494,3
220,Student_220,C,98.151937188371,45.93342783482575,73.15474642344151,53.76381112998404,41.194858836864285,69.69610246027771,3
221,Student_221,C,58.39316201344641,67.4534063198959,68.95255335461788,53.9626469680105,39.822529418253055,53.66163681799437,3
222,Student_222,C,51.33017945032874,97.4935691693912,52.944339429009304,87.47572656649896,52.338818026144914,66.90430637713996,0
223,Student_223,B,43.319196266435824,71.46158546232058,83.97066196887133,43.70762819207242,55.295303325218,63.461002397970375,1
224,Student_224,D,92.44066467233776,59.95292995747425,87.74875041278722,60.526152177705114,32.41660988961395,73.1680943202047,1
225,Student_225,B,79.81548484531086,59.163774621689114,81.51521991339506,68.61249339930018,46.01757770875407,74.21366457827737,2
226,Student_226,B,69.16622993634317,33.73618382606686,63.62314329575183,70.00470683312095,14.701090017657954,64.68868921993548,3
227,Student_227,A,74.19952939479731,82.66219554294318,72.98508466052482,64.77632086970918,66.62917508702834,78.9408510554552,1
228,Student_228,B,53.11766429052435,63.44325605974396,74.93478684770542,75.12475605972662,37.314386389849595,63.24769370129673,0
229,Student_229,A,100.0,61.39040172818749,80.9879438956191,80.4714036047206,45.83795909766746,77.1081105611343,2
230,Student_230,A,71.93831772962841,100.0,81.68340488718081,81.22347581826794,40.35525429017908,65.87904062305202,0
231,Student_231,B,71.64092191907339,70.97505816731372,67.65826201221505,50.25553144397912,62.190413625201224,65.33816824641502,1
232,Student_232,D,80.88649935848038,49.964178998096315,75.8199555641356,62.88520823728165,2.437403379039317,60.64057848603362,3
233,Student_233,D,77.2151384760507,56.47284807588913,79.57280404615241,89.50573151378488,44.75084486511137,75.19896533808085,2
234,Student_234,D,73.35826036418698,87.9689141839351,89.55822322146767,84.1036493763297,43.41271863753453,78.38774473489964,0
235,Student_235,D,58.14288316832032,67.26540821075528,82.04506539824723,43.28852987334085,38.19545418612475,58.60467970379466,1
236,Student_236,D,77.07202535703993,36.234440433652665,82.89056687375519,74.32663820633962,70.89339818453449,60.79198630005143,2
237,Student_237,B,98.2303674471255,83.38457869150407,75.8382662792936,32.39194551125342,31.69005811716343,66.61334675337126,1
238,Student_238,B,90.18130069232468,51.63711828922012,89.10459145203504,68.84482823708666,56.57694265853492,77.641279969428,2
